language,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity,task,model_type,metric,split,submetric,layer
ko,0.0409061275422573,0.0734236910939216,0.0685144960880279,0.0629265382885932,0.06828824182351423,0.027382114281256927,40.097846349630615,single_submetric,lm_probe,mse,test,n_tokens,layer11
ru,0.0113816289231181,0.0122066792100667,0.0121751623228192,0.0120610939338803,0.012147645155588733,0.0007660162324706326,6.305882520104842,single_submetric,lm_probe,mse,test,n_tokens,layer11
ar,0.0426948443055152,0.0697799548506736,0.071811705827713,0.0765013471245765,0.07269766926765436,0.030002824962139164,41.27068345434346,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
en,0.0259517580270767,0.0255325343459844,0.0278656538575887,0.0253435205668211,0.026247236256798066,0.00029547822972136525,1.1257498764077916,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
fi,0.0288282483816146,0.0546511113643646,0.0513966381549835,0.0518120564520359,0.052619935323794664,0.023791686942180066,45.21420787725958,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
id,0.0312173776328563,0.0652216970920562,0.0714632645249366,0.0683157742023468,0.06833357860644654,0.03711620097359024,54.31619670814185,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
ja,0.0641974434256553,0.097870372235775,0.101733922958374,0.0942619889974594,0.09795542806386946,0.03375798463821417,34.46259722963294,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
ko,0.0400394164025783,0.0532901175320148,0.05197174847126,0.054103497415781,0.05312178780635193,0.013082371403773635,24.62712936444006,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
ru,0.0257543940097093,0.0486753806471824,0.0513028912246227,0.0536756813526153,0.051217984408140134,0.025463590398430835,49.71611181634839,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer11
ar,0.0651438310742378,0.1304387152194976,0.1219990253448486,0.1265082061290741,0.12631531556447342,0.06117148449023563,48.42760691122423,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
en,0.0431839525699615,0.0604672953486442,0.0606645680963993,0.0621890164911747,0.061106959978739404,0.017923007408777905,29.33054993246883,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
fi,0.0401978604495525,0.0966266095638275,0.0915472954511642,0.0939245820045471,0.09403282900651294,0.05383496855696044,57.2512484477434,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
id,0.0437094829976558,0.0747610181570053,0.0626762360334396,0.0650829896330833,0.06750674794117606,0.02379726494352026,35.25168323062561,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
ja,0.0724358260631561,0.1200601011514663,0.1038406938314437,0.1099944114685058,0.11129840215047193,0.03886257608731583,34.91746093063839,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
ko,0.0441346205770969,0.0517129376530647,0.0426982045173645,0.0338119193911552,0.04274102052052814,-0.0013936000565687584,-3.2605680435248954,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
ru,0.0294178072363138,0.0481387302279472,0.0529216155409812,0.0458516553044319,0.048970667024453435,0.019552859788139636,39.92769748955215,single_submetric,lm_probe,mse,test,avg_verb_edges,layer12
ar,0.0260966587811708,0.0549696460366249,0.0525254867970943,0.0561747327446937,0.054556621859470966,0.028459963078300166,52.16591883494625,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
en,0.0078896135091781,0.0156163908541202,0.0133682647719979,0.0157053675502538,0.014896674392123966,0.0070070608829458664,47.03775284670635,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
fi,0.0139651782810688,0.0186479203402996,0.0196506287902593,0.0191756766289472,0.0191580752531687,0.005192896972099901,27.10552549500508,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
id,0.0187318623065948,0.0447166971862316,0.0464177429676055,0.0462828166782856,0.04580575227737423,0.027073889970779433,59.10587344321947,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
ja,0.0153510738164186,0.0200858954340219,0.0194934625178575,0.0205742102116346,0.020051189387838002,0.004700115571419403,23.440582403905903,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
ko,0.010747873224318,0.0204516649246215,0.0183750372380018,0.0221222881227731,0.020316330095132132,0.009568456870814132,47.09736859959157,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
ru,0.0138463787734508,0.0341115742921829,0.0329437218606472,0.0300493165850639,0.03236820424596467,0.01852182547251387,57.22228311390792,single_submetric,XGBRegressor,mse,val,avg_links_len,overall
ar,0.0633159950375557,0.1187560930848121,0.1084357798099517,0.1149474158883094,0.11404642959435773,0.05073043455680204,44.48226458052296,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
en,0.038228940218687,0.0617022588849067,0.059534702450037,0.0603403858840465,0.060525782406330074,0.022296842187643072,36.83858564265526,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
fi,0.038667045533657,0.0910769402980804,0.0844967737793922,0.080033004283905,0.08520223945379253,0.04653519392013553,54.617336608121455,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
id,0.0479601845145225,0.0632075890898704,0.0616220124065876,0.0652740076184272,0.06336786970496174,0.015407685190439238,24.31466492747319,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
ja,0.0780675709247589,0.1015814989805221,0.1005121693015098,0.099510371685028,0.10053467998901998,0.02246710906426108,22.347620807779816,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
ko,0.0443187281489372,0.0388897880911827,0.039286583662033,0.0391308553516864,0.03910240903496737,-0.005216319113969831,-13.340147685798929,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
ru,0.0379438884556293,0.0482533499598503,0.043789867311716,0.0440680757164955,0.045370430996020596,0.0074265425403912955,16.368684134921864,single_submetric,lm_probe,mse,test,avg_verb_edges,layer6
ar,0.0474700890481472,0.0742788836359977,0.076656125485897,0.0684674531221389,0.07313415408134454,0.025664065033197334,35.091764382277674,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
en,0.0229877550154924,0.0261887423694133,0.0259720105677843,0.0271549466997385,0.02643856654564537,0.003450811530152968,13.052188454299325,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
fi,0.0252304524183273,0.0486420355737209,0.0543825030326843,0.0530442483723163,0.05202292899290717,0.02679247657457987,51.501284324519226,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
id,0.0380056612193584,0.0695425495505333,0.0676713436841964,0.064513474702835,0.06724245597918824,0.029236794759829834,43.47966524137477,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
ja,0.0585844106972217,0.0924791023135185,0.0927219465374946,0.0915140360593795,0.09223836163679754,0.033653950939575836,36.485850726721864,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
ko,0.076912946999073,0.0528460927307605,0.0532078482210636,0.0535586774349212,0.053204206128915105,-0.023708740870157896,-44.56177921856598,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
ru,0.0249023120850324,0.0490022227168083,0.053657379001379,0.054637249559164,0.0524322837591171,0.027529971674084698,52.50576496069122,single_submetric,lm_probe,mse,test,avg_subordinate_chain_len,layer6
ar,0.078075423836708,0.078075423836708,0.078075423836708,0.078075423836708,0.078075423836708,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
en,0.0232008695602417,0.0232008695602417,0.0232008695602417,0.0232008695602417,0.0232008695602417,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
fi,0.0222799722105264,0.0222799722105264,0.0222799722105264,0.0222799722105264,0.0222799722105264,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
id,0.0297929048538208,0.0297929048538208,0.0297929048538208,0.0297929048538208,0.0297929048538208,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
ja,0.0743818506598472,0.0743818506598472,0.0743818506598472,0.0743818506598472,0.0743818506598472,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
ko,0.046861432492733,0.046861432492733,0.046861432492733,0.046861432492733,0.046861432492733,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
ru,0.0168121345341205,0.0168121345341205,0.0168121345341205,0.0168121345341205,0.0168121345341205,0.0,0.0,single_submetric,DummyRegressor,mse,test,n_tokens,overall
ar,0.0494633801281452,0.0610980354249477,0.0568229891359806,0.0586874559521675,0.05886949350436527,0.00940611337622007,15.97790776902572,single_submetric,lm_probe,mse,test,avg_links_len,layer2
en,0.0079782400280237,0.0093419179320335,0.0091954199597239,0.0095841428264975,0.009373826906084968,0.0013955868780612668,14.88812298374455,single_submetric,lm_probe,mse,test,avg_links_len,layer2
fi,0.0232337228953838,0.0232780259102582,0.022695992141962,0.0229782480746507,0.022984088708956966,-0.00024963418642683435,-1.0861173988140378,single_submetric,lm_probe,mse,test,avg_links_len,layer2
id,0.0298170037567615,0.0347417369484901,0.034235656261444,0.0337238237261772,0.034233738978703764,0.004416735221942265,12.901702687777814,single_submetric,lm_probe,mse,test,avg_links_len,layer2
ja,0.0894510969519615,0.0990539044141769,0.1027310118079185,0.0958603397011756,0.09921508530775698,0.009763988355795478,9.841233644569668,single_submetric,lm_probe,mse,test,avg_links_len,layer2
ko,0.0185571871697902,0.0239274147897958,0.0248456541448831,0.0253793876618146,0.0247174855321645,0.006160298362374302,24.92283591855651,single_submetric,lm_probe,mse,test,avg_links_len,layer2
ru,0.0248462092131376,0.0180374160408973,0.0175683666020631,0.0183526128530502,0.017986131832003534,-0.006860077381134064,-38.14092682745503,single_submetric,lm_probe,mse,test,avg_links_len,layer2
ar,0.987012987012987,0.5194805194805194,0.4545454545454545,0.5844155844155844,0.5194805194805194,0.4675324675324676,90.00000000000001,question_type,LogisticRegression,accuracy,test,overall,overall
en,0.7909090909090909,0.509090909090909,0.4272727272727272,0.5727272727272728,0.503030303030303,0.28787878787878785,57.22891566265059,question_type,LogisticRegression,accuracy,test,overall,overall
fi,0.8454545454545455,0.4727272727272727,0.4454545454545454,0.4090909090909091,0.4424242424242424,0.40303030303030307,91.09589041095893,question_type,LogisticRegression,accuracy,test,overall,overall
id,0.5727272727272728,0.4545454545454545,0.5363636363636364,0.4272727272727272,0.47272727272727266,0.10000000000000009,21.153846153846175,question_type,LogisticRegression,accuracy,test,overall,overall
ja,0.6521739130434783,0.5217391304347826,0.5434782608695652,0.5543478260869565,0.5398550724637681,0.1123188405797102,20.80536912751679,question_type,LogisticRegression,accuracy,test,overall,overall
ko,0.6636363636363637,0.5454545454545454,0.4363636363636363,0.4727272727272727,0.4848484848484848,0.17878787878787888,36.87500000000002,question_type,LogisticRegression,accuracy,test,overall,overall
ru,0.8,0.3818181818181818,0.4454545454545454,0.6363636363636364,0.4878787878787878,0.31212121212121224,63.975155279503134,question_type,LogisticRegression,accuracy,test,overall,overall
ar,0.0564656630158424,0.074224978685379,0.0713520720601081,0.0744134560227394,0.07333016892274218,0.016864505906899772,22.99804589931814,single_submetric,lm_probe,mse,test,n_tokens,layer6
en,0.033796053379774,0.0228481944650411,0.0306636784225702,0.0277339536696672,0.027081942185759503,-0.006714111194014501,-24.791837852548777,single_submetric,lm_probe,mse,test,n_tokens,layer6
fi,0.0144758811220526,0.0143787739798426,0.0150596713647246,0.0150811346247792,0.014839859989782133,0.00036397886772953324,2.452710928405982,single_submetric,lm_probe,mse,test,n_tokens,layer6
id,0.058441799134016,0.0316043719649314,0.0388868190348148,0.0306956227868795,0.033728937928875234,-0.024712861205140768,-73.26901682244838,single_submetric,lm_probe,mse,test,n_tokens,layer6
ja,0.014022066257894,0.057422112673521,0.0581695549190044,0.0572476163506507,0.05761309464772537,0.04359102838983137,75.66166798775214,single_submetric,lm_probe,mse,test,n_tokens,layer6
ko,0.0365223623812198,0.0655474662780761,0.0712092146277427,0.0666013062000274,0.06778599570194872,0.03126363332072892,46.12108002100226,single_submetric,lm_probe,mse,test,n_tokens,layer6
ru,0.0104618724435567,0.0108982445672154,0.0120763750746846,0.0122883133590221,0.011754311000307367,0.0012924385567506663,10.99544292061755,single_submetric,lm_probe,mse,test,n_tokens,layer6
ar,0.0523184537887573,0.0583419576287269,0.0607857070863246,0.0575198270380497,0.05888249725103373,0.006564043462276424,11.147698838743098,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
en,0.0325509943068027,0.059633869677782,0.056265003979206,0.0596240423619747,0.05850763867298756,0.02595664436618486,44.36453932325388,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
fi,0.0301758740097284,0.0573169328272342,0.0545371435582637,0.0579555928707122,0.056603223085403366,0.026427349075674966,46.68877077158872,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
id,0.030342599377036,0.0717668533325195,0.0651019215583801,0.0638299584388732,0.06689957777659093,0.036556978399554935,54.644557730447616,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
ja,0.0323849506676197,0.0711402371525764,0.0630737692117691,0.0762429758906364,0.07015232741832729,0.03776737675070759,53.836241990227784,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
ko,0.0413811132311821,0.0767127051949501,0.0809103101491928,0.0846949145197868,0.08077264328797656,0.039391530056794466,48.76840530815971,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
ru,0.0348443388938903,0.0631763190031051,0.0638104006648063,0.0643702670931816,0.06378566225369765,0.028941323359807355,45.37277240251531,single_submetric,XGBRegressor,mse,val,avg_subordinate_chain_len,overall
ar,0.0978853702545166,0.0978853702545166,0.0978853702545166,0.0978853702545166,0.0978853702545166,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
en,0.0600053220987319,0.0600053220987319,0.0600053220987319,0.0600053220987319,0.060005322098731904,6.938893903907228e-18,1.1563797445316719e-14,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
fi,0.0752254799008369,0.0752254799008369,0.0752254799008369,0.0752254799008369,0.0752254799008369,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
id,0.0807329267263412,0.0807329267263412,0.0807329267263412,0.0807329267263412,0.0807329267263412,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
ja,0.1018375754356384,0.1018375754356384,0.1018375754356384,0.1018375754356384,0.10183757543563839,-1.3877787807814457e-17,-1.3627374521092418e-14,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
ko,0.0354208461940288,0.0354208461940288,0.0354208461940288,0.0354208461940288,0.0354208461940288,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
ru,0.0527771338820457,0.0527771338820457,0.0527771338820457,0.0527771338820457,0.0527771338820457,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_verb_edges,overall
ar,0.987012987012987,0.5064935064935064,0.5844155844155844,0.4285714285714285,0.5064935064935064,0.48051948051948057,94.87179487179489,question_type,XGBClassifier,accuracy,test,overall,overall
en,0.7363636363636363,0.5181818181818182,0.4636363636363636,0.5454545454545454,0.5090909090909091,0.22727272727272718,44.64285714285712,question_type,XGBClassifier,accuracy,test,overall,overall
fi,0.8090909090909091,0.4636363636363636,0.4454545454545454,0.4727272727272727,0.4606060606060605,0.34848484848484856,75.65789473684214,question_type,XGBClassifier,accuracy,test,overall,overall
id,0.6909090909090909,0.5272727272727272,0.5,0.4727272727272727,0.5,0.19090909090909092,38.18181818181819,question_type,XGBClassifier,accuracy,test,overall,overall
ja,0.6413043478260869,0.5108695652173914,0.5543478260869565,0.5108695652173914,0.5253623188405797,0.1159420289855072,22.06896551724137,question_type,XGBClassifier,accuracy,test,overall,overall
ko,0.6636363636363637,0.5454545454545454,0.509090909090909,0.4818181818181818,0.5121212121212121,0.1515151515151516,29.585798816568065,question_type,XGBClassifier,accuracy,test,overall,overall
ru,0.8727272727272727,0.4454545454545454,0.4818181818181818,0.8,0.5757575757575758,0.2969696969696969,51.578947368421034,question_type,XGBClassifier,accuracy,test,overall,overall
ar,0.0664701163768768,0.0664701163768768,0.0664701163768768,0.0664701163768768,0.0664701163768768,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
en,0.0247156452387571,0.0247156452387571,0.0247156452387571,0.0247156452387571,0.024715645238757095,-3.469446951953614e-18,-1.4037452465586879e-14,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
fi,0.0468291230499744,0.0468291230499744,0.0468291230499744,0.0468291230499744,0.04682912304997441,6.938893903907228e-18,1.4817475647584267e-14,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
id,0.0711118429899215,0.0711118429899215,0.0711118429899215,0.0711118429899215,0.0711118429899215,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
ja,0.130652517080307,0.130652517080307,0.130652517080307,0.130652517080307,0.130652517080307,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
ko,0.0779614672064781,0.0779614672064781,0.0779614672064781,0.0779614672064781,0.0779614672064781,0.0,0.0,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
ru,0.0441038534045219,0.0441038534045219,0.0441038534045219,0.0441038534045219,0.04410385340452191,6.938893903907228e-18,1.5733078559516057e-14,single_submetric,DummyRegressor,mse,test,avg_subordinate_chain_len,overall
ar,0.0638815313577652,0.0600466839969158,0.0686164423823356,0.0687743127346038,0.0658124797046184,0.0019309483468532007,2.934015486910298,single_submetric,lm_probe,mse,test,lexical_density,layer6
en,0.0198686495423316,0.0286673493683338,0.0283721182495355,0.0285169463604688,0.028518804659446034,0.008650155117114436,30.331408417741386,single_submetric,lm_probe,mse,test,lexical_density,layer6
fi,0.0395857989788055,0.0530243963003158,0.051325224339962,0.0530898906290531,0.05247983708977697,0.012894038110971472,24.569508645603662,single_submetric,lm_probe,mse,test,lexical_density,layer6
id,0.0263559315353631,0.0499167703092098,0.0549150817096233,0.0527185015380382,0.0525167845189571,0.026160852983594003,49.81427028181945,single_submetric,lm_probe,mse,test,lexical_density,layer6
ja,0.0785160735249519,0.0626392215490341,0.0610745213925838,0.061514101922512,0.06174261495470997,-0.01677345857024192,-27.16674469091688,single_submetric,lm_probe,mse,test,lexical_density,layer6
ko,0.0680183768272399,0.1048463210463523,0.094809353351593,0.0991572886705398,0.09960432102282836,0.03158594419558847,31.71141961637314,single_submetric,lm_probe,mse,test,lexical_density,layer6
ru,0.0295638032257556,0.0645835474133491,0.0770877003669738,0.0588307380676269,0.06683399528264992,0.03727019205689432,55.76532107541033,single_submetric,lm_probe,mse,test,lexical_density,layer6
ar,0.0396468728597336,0.0650368838091583,0.0609747123923637,0.0678907438657478,0.0646341133557566,0.024987240496022994,38.65952389334899,single_submetric,Ridge,mse,test,avg_links_len,overall
en,0.0063291946217137,0.011205070255704,0.0105996692334925,0.0129460510363453,0.011583596841847267,0.005254402220133567,45.360713877328216,single_submetric,Ridge,mse,test,avg_links_len,overall
fi,0.0178179830623748,0.0233950912494846,0.0222270832494752,0.0253820551333931,0.023668076544117633,0.005850093481742834,24.717232390381096,single_submetric,Ridge,mse,test,avg_links_len,overall
id,0.0263448763543937,0.0362438350816276,0.0353316097189432,0.0372178580471906,0.03626443428258713,0.00991955792819343,27.353405959393235,single_submetric,Ridge,mse,test,avg_links_len,overall
ja,0.0757571722221237,0.1068893062560196,0.1069637187140345,0.1066755145030401,0.10684284649103139,0.03108567426890768,29.094764216635767,single_submetric,Ridge,mse,test,avg_links_len,overall
ko,0.0200660760247972,0.0263883658213615,0.0264222607197322,0.0282746872594461,0.027028437933513266,0.0069623619087160644,25.75939433067736,single_submetric,Ridge,mse,test,avg_links_len,overall
ru,0.0188515791466277,0.0203916007052315,0.0196877436299557,0.0234047423250508,0.021161362220079333,0.002309783073451633,10.915096341292973,single_submetric,Ridge,mse,test,avg_links_len,overall
ar,0.961038961038961,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.24675324675324672,34.54545454545454,question_type,lm_probe,accuracy,test,overall,layer6
en,0.9181818181818182,0.5,0.5,0.5,0.5,0.4181818181818182,83.63636363636364,question_type,lm_probe,accuracy,test,overall,layer6
fi,0.9181818181818182,0.5,0.5,0.5,0.5,0.4181818181818182,83.63636363636364,question_type,lm_probe,accuracy,test,overall,layer6
id,0.6181818181818182,0.5,0.5,0.5,0.5,0.11818181818181817,23.636363636363633,question_type,lm_probe,accuracy,test,overall,layer6
ja,0.7391304347826086,0.4021739130434782,0.4021739130434782,0.4021739130434782,0.4021739130434782,0.33695652173913043,83.78378378378379,question_type,lm_probe,accuracy,test,overall,layer6
ko,0.7090909090909091,0.5,0.5,0.5,0.5,0.2090909090909091,41.81818181818182,question_type,lm_probe,accuracy,test,overall,layer6
ru,0.9363636363636364,0.5,0.5,0.5,0.5,0.4363636363636364,87.27272727272728,question_type,lm_probe,accuracy,test,overall,layer6
ar,0.0678255595327193,0.0698992936697083,0.0701234784240058,0.07193870324499,0.07065382511290137,0.0028282655801820655,4.002990037216859,single_submetric,Ridge,mse,test,lexical_density,overall
en,0.0241041547426598,0.0332386865306844,0.0273206503774156,0.02760084790695,0.029386728271683333,0.005282573529023532,17.976051910868048,single_submetric,Ridge,mse,test,lexical_density,overall
fi,0.0582366677730357,0.0536963600477713,0.0581410275512951,0.0563246009285917,0.05605399617588603,-0.002182671597149667,-3.893873311549257,single_submetric,Ridge,mse,test,lexical_density,overall
id,0.0378730408992781,0.0607756504481699,0.0767527515976588,0.0605156051166773,0.06601466905416867,0.028141628154890568,42.62935580544805,single_submetric,Ridge,mse,test,lexical_density,overall
ja,0.0770873584933994,0.0620038619409268,0.0622601380175865,0.066531105171678,0.06359836837673044,-0.013488990116668959,-21.209648078966048,single_submetric,Ridge,mse,test,lexical_density,overall
ko,0.0592314564206086,0.0787504546780209,0.0806955348900667,0.0842903425872647,0.08124544405178409,0.022013987631175493,27.095657963472085,single_submetric,Ridge,mse,test,lexical_density,overall
ru,0.0430950803586705,0.0604120864849273,0.0641448392974655,0.0688094996232158,0.06445547513520287,0.021360394776532378,33.13976777260032,single_submetric,Ridge,mse,test,lexical_density,overall
ar,0.8441558441558441,0.7142857142857143,0.3506493506493506,0.6233766233766234,0.5627705627705627,0.2813852813852814,50.000000000000014,question_type,lm_probe,accuracy,test,overall,layer11
en,0.9181818181818182,0.6818181818181818,0.509090909090909,0.5,0.5636363636363636,0.3545454545454546,62.90322580645162,question_type,lm_probe,accuracy,test,overall,layer11
fi,0.8909090909090909,0.4363636363636363,0.4727272727272727,0.5,0.46969696969696967,0.4212121212121212,89.67741935483872,question_type,lm_probe,accuracy,test,overall,layer11
id,0.6363636363636364,0.6454545454545455,0.5,0.509090909090909,0.5515151515151515,0.08484848484848484,15.384615384615383,question_type,lm_probe,accuracy,test,overall,layer11
ja,0.8586956521739131,0.532608695652174,0.5652173913043478,0.5217391304347826,0.5398550724637681,0.318840579710145,59.06040268456378,question_type,lm_probe,accuracy,test,overall,layer11
ko,0.8727272727272727,0.5909090909090909,0.5272727272727272,0.4454545454545454,0.5212121212121211,0.35151515151515156,67.44186046511629,question_type,lm_probe,accuracy,test,overall,layer11
ru,0.9363636363636364,0.5,0.5363636363636364,0.5272727272727272,0.5212121212121211,0.41515151515151527,79.65116279069771,question_type,lm_probe,accuracy,test,overall,layer11
ar,0.0269924942404031,0.0414075031876564,0.0361782163381576,0.0453490987420082,0.04097827275594074,0.013985778515537638,34.129741384744136,single_submetric,XGBRegressor,mse,val,lexical_density,overall
en,0.0201714504510164,0.0312204025685787,0.0278398618102073,0.0294257923960685,0.029495352258284837,0.009323901807268439,31.61142720256709,single_submetric,XGBRegressor,mse,val,lexical_density,overall
fi,0.020370902493596,0.0349668301641941,0.0365906432271003,0.0361588597297668,0.03590544437368706,0.015534541880091061,43.26514307528078,single_submetric,XGBRegressor,mse,val,lexical_density,overall
id,0.0262579936534166,0.0540415570139884,0.0648258775472641,0.0603713579475879,0.05974626416961346,0.033488270516196864,56.05081921294213,single_submetric,XGBRegressor,mse,val,lexical_density,overall
ja,0.0242847856134176,0.0327578522264957,0.0360612012445926,0.0323605574667453,0.03372653697927786,0.00944175136586026,27.995021758864326,single_submetric,XGBRegressor,mse,val,lexical_density,overall
ko,0.0301764272153377,0.0378785207867622,0.0371056459844112,0.0375635772943496,0.037515914688507665,0.007339487473169964,19.563663938649174,single_submetric,XGBRegressor,mse,val,lexical_density,overall
ru,0.0391783155500888,0.0485015287995338,0.0469679199159145,0.0472936294972896,0.0475876927375793,0.008409377187490498,17.67132782390548,single_submetric,XGBRegressor,mse,val,lexical_density,overall
